"","X","Participant","Group","firstSample","Val","Condition","in_samples","out_samples","In.Est","Out.Est"
"306",306,"R_3lQfZYYHp8eF2Om","Dem",1,"neg",2,2,0,60,60
"307",307,"R_3lsEiTBRfTeCazG","Dem",0,"pos",1,6,7,63,68
"308",308,"R_3lzxT9RkN9MSifv","Dem",1,"neg",3,22,18,63,59
"309",309,"R_3M3TnzX3OGcrQH2","Dem",0,"pos",2,5,5,60,64
"310",310,"R_3M6A7IPjrtmGkGb","Dem",0,"neg",2,5,5,75,65
"311",311,"R_3MGqlIcsx1NZ2i7","Dem",1,"neg",1,5,5,50,67
"312",312,"R_3mn8XGeaBWwx6wB","Dem",0,"neg",3,3,3,60,60
"313",313,"R_3Mtk8Ab1ta3BHyy","Dem",1,"neg",2,0,3,56,51
"314",314,"R_3My8uoXDhKCrc2A","Dem",0,"neg",3,4,3,67,67
"315",315,"R_3NCZgUdkRxHwBrv","Dem",0,"pos",1,0,9,68,61
"316",316,"R_3NHSnCYOoTUirDM","Dem",0,"neg",1,5,4,65,73
"317",317,"R_3niTvNlY7fQ3NF9","Dem",1,"pos",3,6,6,70,65
"318",318,"R_3nivP9VbxHsUaVr","Dem",1,"neg",3,6,6,72,63
"319",319,"R_3NKSxSx30wKkJ0C","Dem",0,"pos",3,1,1,72,60
"320",320,"R_3nl3ZCxaFxvN8Ax","Dem",0,"pos",2,11,8,68,66
"321",321,"R_3nuUoQmZV1pUA7W","Dem",1,"neg",2,6,6,64,61
"322",322,"R_3nvZYhAjKXVd7Xh","Dem",0,"neg",3,6,8,68,62
"323",323,"R_3O9y804q15Ocxyn","Dem",1,"neg",1,3,0,55,61
"324",324,"R_3O9zf5b9mX0xIoe","Dem",0,"neg",2,4,4,55,64
"325",325,"R_3oAzO437IBaeV8W","Dem",0,"pos",2,5,5,64,57
"326",326,"R_3oBLR3zqjipoFeF","Dem",0,"pos",3,1,1,67,56
"327",327,"R_3OkzTpp1oV00Q8M","Dem",0,"pos",3,2,5,79,46
"328",328,"R_3oXR6l9uAjGspHh","Dem",1,"pos",3,5,5,75,65
"329",329,"R_3oYHs0UWZVr8r4O","Dem",1,"neg",3,4,4,72,65
"330",330,"R_3P5Nik7octrik9f","Dem",0,"neg",2,9,9,72,60
"331",331,"R_3p9GpfO4xBFgTeC","Dem",0,"neg",2,2,2,60,65
"332",332,"R_3PAVRXqplb2kcau","Dem",0,"pos",3,1,1,57,48
"333",333,"R_3PEMdySOplQAxDl","Dem",0,"pos",3,6,6,63,53
"334",334,"R_3PH18eU4ZW3FeTn","Dem",0,"neg",2,1,1,64,60
"335",335,"R_3PS44OXyw5ZNwO3","Dem",0,"pos",1,7,8,67,67
"336",336,"R_3ptfBf0oyPiJn37","Dem",1,"neg",1,2,0,63,60
"337",337,"R_3PTS4WsKbdlMX54","Dem",0,"neg",2,6,5,86,54
"338",338,"R_3PuEaBF5y7vExxv","Dem",0,"pos",3,6,6,76,62
"339",339,"R_3PXlZtUmI4MawCF","Dem",0,"neg",2,7,8,62,68
"340",340,"R_3qeeA7m9ah9BoMV","Dem",0,"pos",1,10,11,73,64
"341",341,"R_3qfE1b9tcwa3eFG","Dem",1,"neg",3,1,1,65,55
"342",342,"R_3qlEZsBhLa5ipii","Dem",1,"neg",1,1,1,59,67
"343",343,"R_3QXmrhV1MKxmH9j","Dem",0,"pos",1,15,17,60,80
"344",344,"R_3r24icLttEzwkMJ","Dem",1,"pos",3,3,0,56,59
"345",345,"R_3R48gWI3KjMbyyi","Dem",0,"neg",3,5,5,69,65
"346",346,"R_3R4omT8XeCVv28R","Dem",0,"neg",1,4,4,66,50
"347",347,"R_3R8Gh063a8UU5Nh","Dem",1,"neg",1,5,5,62,68
"348",348,"R_3rNGcCFWPEM2V0v","Dem",1,"neg",3,3,3,71,68
"349",349,"R_3RxzwjwAGBR0eFz","Dem",1,"neg",1,1,1,80,76
"350",350,"R_3s0InvWSWoB3ZsK","Dem",1,"pos",3,5,2,73,72
"351",351,"R_3s7CePo5udO3lni","Dem",0,"neg",2,4,4,62,54
"352",352,"R_3snMMyfXyksRx3L","Dem",0,"pos",1,19,20,65,72
"353",353,"R_3splGtvGLRuw7gG","Dem",0,"neg",2,3,4,75,70
"354",354,"R_3sppQzvC6p3qv3U","Dem",0,"pos",3,4,6,72,48
"355",355,"R_4TasJxLm9N1S9nH","Dem",0,"pos",3,5,5,75,43
"356",356,"R_4VJKbV1X1xy2DNT","Dem",0,"neg",2,17,13,46,72
"357",357,"R_4Ym6Svl0ybGcwal","Dem",0,"neg",2,2,2,67,70
"358",358,"R_5bWbUTrHCGpUAdr","Dem",1,"neg",2,3,3,71,61
"359",359,"R_5C5ZkQkcFDKnAyd","Dem",0,"neg",2,2,2,59,76
"360",360,"R_5dKKc2i9SF3IIoN","Dem",0,"neg",3,17,19,70,66
"361",361,"R_5jcoaqAdeOySAnf","Dem",0,"pos",3,2,2,60,66
"362",362,"R_5stHz2sdy31nvgd","Dem",0,"pos",2,6,4,66,71
"363",363,"R_5ySt63NsxRYUFtn","Dem",0,"neg",2,4,4,65,39
"364",364,"R_6gvIZ6NXlvcfvfr","Dem",0,"pos",1,11,10,73,70
"365",365,"R_6te0T0QMwpPmlb3","Dem",0,"neg",2,0,6,62,44
"366",366,"R_6tYdikt7DnAZAcN","Dem",0,"pos",3,3,3,64,60
"367",367,"R_6xUookWV49oELx7","Dem",1,"neg",2,8,9,58,54
"368",368,"R_73t5YXPDVwPvNzH","Dem",0,"pos",1,3,0,64,70
"369",369,"R_74ysSoD3Z1otM9X","Dem",0,"neg",1,2,0,78,55
"370",370,"R_78tCD2XAd3QJaPD","Dem",0,"neg",1,2,0,82,65
"371",371,"R_798ioOc3kGwKIVj","Dem",0,"neg",3,0,3,70,67
"372",372,"R_79tkZzKByUwR9ER","Dem",1,"neg",1,5,5,65,75
"373",373,"R_88m7IJrTEUFAhpv","Dem",0,"pos",2,6,6,48,64
"374",374,"R_8qcBmpERHLkWx8t","Dem",0,"pos",1,5,3,65,50
"375",375,"R_9pKbUtUJHAnclSF","Dem",0,"neg",2,11,8,60,65
"376",376,"R_9zY3x0fGRXzhY7T","Dem",0,"pos",3,2,2,83,32
"377",377,"R_a3mGhTZ8JrqT7Hj","Dem",0,"pos",2,3,2,64,66
"378",378,"R_a8CT3cacl8GZTmV","Dem",0,"pos",2,4,5,70,45
"379",379,"R_aeJ40reaRJdaVXj","Dem",0,"neg",3,5,5,65,61
"380",380,"R_af68prw0T6xjlHH","Dem",0,"neg",3,8,7,86,67
"381",381,"R_AFqRZ4sIxmZ4iVr","Dem",0,"neg",3,6,6,61,66
"382",382,"R_AH8rf9wBxz47hvP","Dem",0,"pos",3,3,3,61,45
"383",383,"R_ApqLyx9YZ0u07xD","Dem",0,"neg",2,4,4,50,52
"384",384,"R_aVJSCcavLze6gHD","Dem",1,"pos",1,11,10,55,70
"385",385,"R_AvulYUXIIr3rRrb","Dem",1,"neg",1,6,6,58,69
"386",386,"R_b3CwtFfKNDfgGZz","Dem",0,"pos",1,4,4,75,79
"387",387,"R_basJSEcsO90shLX","Dem",1,"neg",3,10,10,65,75
"388",388,"R_bdDeD7rXOQ1QDV7","Dem",1,"neg",2,13,8,59,67
"389",389,"R_beFbDcGRVCTTKRr","Dem",0,"pos",1,10,11,70,66
"390",390,"R_bJZPv3U5CxyfO4p","Dem",0,"pos",3,8,9,70,76
"391",391,"R_bNlAuxZwB5Jw7At","Dem",0,"neg",2,5,4,58,55
"392",392,"R_bO42BvDiB831UJP","Dem",0,"neg",1,3,4,70,72
"393",393,"R_BRHv4ivFnfTHzi1","Dem",1,"pos",1,8,5,60,70
"394",394,"R_bw1nMQA6TpPW2qd","Dem",0,"neg",2,3,3,65,68
"395",395,"R_C2lqgYsjKRuHOvL","Dem",1,"pos",3,4,4,61,72
"396",396,"R_C2YebYeDw2roFiN","Dem",0,"pos",1,26,25,76,44
"397",397,"R_C9u0re3SWVGpyQ9","Dem",1,"neg",1,3,0,50,80
"398",398,"R_d5qY4yS8p2qcAU1","Dem",0,"pos",3,7,7,73,59
"399",399,"R_DeLwT3m9FWtD0KB","Dem",1,"neg",3,11,13,65,60
"400",400,"R_DhJMKWVtPezBcUp","Dem",1,"pos",2,5,7,55,55
"401",401,"R_diHfkACCOYbtxkZ","Dem",0,"pos",2,2,2,59,45
"402",402,"R_dmUfCIRLd6dSNah","Dem",0,"neg",1,3,3,73,62
"403",403,"R_DpMLHVrctGar2LL","Dem",0,"pos",1,2,2,72,78
"404",404,"R_e5SC8uxazg4XLep","Dem",0,"pos",3,9,9,65,60
"405",405,"R_eESuwMEA5zU61xL","Dem",0,"neg",3,5,6,60,57
"406",406,"R_em1htj8k8fFeOyt","Dem",0,"neg",1,10,10,65,75
"407",407,"R_em33XSiUOY7XVAJ","Dem",0,"neg",2,8,7,59,69
"408",408,"R_ey9lBVE2boQ0iBz","Dem",1,"neg",1,1,2,59,63
"409",409,"R_NVCnIDPoRFboHzH","Dem",0,"pos",1,10,10,61,60
"410",410,"R_OBbOWrzr2DwqDeh","Dem",0,"pos",1,4,4,59,51
"411",411,"R_OQhBHLRDm12KXN7","Dem",0,"pos",1,2,2,70,64
"412",412,"R_p0KyfexDO0WO5WN","Dem",0,"neg",3,3,2,50,50
"413",413,"R_pfvIpX5XtlH7JFD","Dem",0,"neg",2,16,16,54,64
"414",414,"R_PNDu2L7mUBBGBmp","Dem",1,"pos",3,4,0,63,59
"415",415,"R_POlnChdt6KO9tEB","Dem",0,"pos",3,1,1,75,30
"416",416,"R_PTi6TQS8fNbY97r","Dem",0,"pos",1,10,8,65,63
"417",417,"R_Q9x9vFexOsYNSbD","Dem",1,"neg",1,4,0,55,60
"418",418,"R_QmttGvklj4bNSrn","Dem",1,"neg",2,4,4,66,50
"419",419,"R_R2iUDEHgLyGpYJP","Dem",1,"neg",2,2,2,66,49
"420",420,"R_r7OdzncZkpNRrhf","Dem",1,"neg",3,13,0,68,60
"421",421,"R_RalkJ3d3djrLtOV","Dem",0,"neg",1,4,4,60,73
"422",422,"R_Rh3MzEjFqJCgkV3","Dem",0,"neg",2,14,12,57,77
"423",423,"R_RIX4DAKMtHsiZyx","Dem",0,"pos",1,9,9,70,65
"424",424,"R_rjLVq1jr9tA6YOB","Dem",0,"neg",1,6,5,65,47
"425",425,"R_RKPvS7PAdHb73gt","Dem",0,"neg",3,5,5,65,47
"426",426,"R_roGyVWREzztTB5v","Dem",0,"pos",1,6,6,60,66
"427",427,"R_rqeyTtsA7aJT4Qx","Dem",1,"neg",2,9,10,62,55
"428",428,"R_RRoLVF7PeNRQOVX","Dem",0,"pos",1,6,6,61,70
"429",429,"R_Ry2CWSgOCzQpRVD","Dem",1,"neg",2,1,1,57,76
"430",430,"R_sAVtMJVJhZQnIVX","Dem",1,"neg",2,4,4,75,70
"431",431,"R_sbb3GypbBEL1gD7","Dem",0,"neg",2,2,2,72,66
"432",432,"R_shxZUkvQ8HfULQZ","Dem",1,"neg",3,4,2,77,71
"433",433,"R_sMdJZGpJ6lFqDQd","Dem",1,"neg",2,6,4,60,47
"434",434,"R_sNyPX0WNbVLTYcN","Dem",0,"neg",1,8,8,71,62
"435",435,"R_sohyi1WdGsbehCF","Dem",0,"pos",3,7,0,66,63
"436",436,"R_tFLn3s5jFWViUZX","Dem",0,"pos",3,6,5,66,52
"437",437,"R_TouGAQTWpzFVDWh","Dem",0,"pos",1,4,4,55,71
"438",438,"R_u7YQTkCiOzdaYIF","Dem",0,"pos",3,4,5,75,50
"439",439,"R_UF2Hk8mojPEkXKh","Dem",0,"neg",2,5,3,64,68
"440",440,"R_UJvcLju5Key76tr","Dem",0,"pos",3,2,2,75,55
"441",441,"R_un86tQBBgRBlu1z","Dem",0,"pos",1,1,1,63,66
"442",442,"R_UndyTPBTRRUy96V","Dem",0,"pos",3,4,4,70,54
"443",443,"R_Uuu5JjhVwzlgNzP","Dem",1,"neg",3,2,2,70,71
"444",444,"R_uyJ5ehHHxv6gG41","Dem",0,"pos",1,7,6,74,63
"445",445,"R_vdcleczGZiVsGJz","Dem",1,"neg",3,2,1,62,55
"446",446,"R_vdlS5T5mhqQnC13","Dem",0,"pos",1,5,5,71,55
"447",447,"R_VHVaw24DFJ3LqO5","Dem",0,"pos",1,3,2,63,57
"448",448,"R_WBzXZGNbPhNi4Qp","Dem",0,"neg",2,5,5,61,65
"449",449,"R_WeMMRFroBjQuT5v","Dem",0,"neg",1,5,6,63,76
"450",450,"R_WjkJHKhh1gtpPIB","Dem",0,"pos",1,2,2,75,65
"451",451,"R_wNNApgjQL29zRYd","Dem",0,"pos",1,1,1,60,63
"452",452,"R_wWW4Y4ye669wq6R","Dem",1,"neg",3,3,6,65,60
"453",453,"R_XAHyVEQwv7Cy0BX","Dem",0,"pos",1,4,3,65,74
"454",454,"R_xb9FvHC9bHq04jT","Dem",0,"neg",3,7,8,54,62
"455",455,"R_XHfK1Eeujkzn1zH","Dem",0,"neg",1,3,3,55,67
"456",456,"R_xhKZMkJmvBUHbEZ","Dem",0,"neg",2,4,4,66,64
"457",457,"R_XiaJzOYKNHaTUrL","Dem",0,"pos",3,6,6,62,69
"458",458,"R_xmGb20Yx4e2Q0Wl","Dem",1,"neg",2,9,8,68,58
"459",459,"R_xnEd2NN6QeGWJDH","Dem",0,"pos",1,3,0,60,58
"460",460,"R_xr5acc0yTjpFhHb","Dem",0,"neg",2,7,5,68,73
"461",461,"R_xreuDFF4PwqbWyR","Dem",1,"pos",1,5,4,51,54
"462",462,"R_XsHLvVbts0VGSbv","Dem",0,"neg",3,3,3,68,57
"463",463,"R_XtFXGVouWdhZEQx","Dem",1,"neg",2,9,8,71,67
"464",464,"R_Xv563ncnQ3wLtdv","Dem",1,"pos",2,5,3,62,66
"465",465,"R_yqlDsnIN2itENu9","Dem",1,"neg",1,6,5,75,55
"466",466,"R_YWWx3CtrYDjNoIh","Dem",1,"pos",2,3,2,67,75
"467",467,"R_YYamIIlgsU4xhkd","Dem",0,"neg",2,6,5,63,57
"468",468,"R_YYz2phoL4VIRiQ9","Dem",1,"neg",1,9,8,62,67
"469",469,"R_Z4fZv3GpRHw2inT","Dem",0,"pos",3,5,5,66,54
"470",470,"R_z5Q2DIVOQcAzN85","Dem",0,"neg",3,8,7,58,52
"471",471,"R_zcodp1JQzN8pA1X","Dem",0,"neg",3,8,8,82,62
"472",472,"R_ZDozVwCi9zCGvwR","Dem",0,"neg",3,5,4,75,63
"473",473,"R_Zq7d7UZuuBT7DzP","Dem",0,"neg",1,1,1,57,75
"474",474,"R_zYBM6yiXvOz0BeV","Dem",0,"neg",2,1,1,65,75
"475",475,"R_0dCNbFY4EhRIedP","Rep",0,"neg",1,6,7,54,66
"476",476,"R_0ldZFKTKFl8aoBX","Rep",0,"neg",2,1,1,47,31
"477",477,"R_0oVK1sWW3dOQWIN","Rep",0,"neg",1,1,1,54,63
"478",478,"R_0rgDYbY3Nvru4Mh","Rep",0,"neg",3,3,0,86,45
"479",479,"R_0Txk0NgLbaGFnnr","Rep",1,"pos",3,4,4,75,68
"480",480,"R_0UOA3BgcyiPYnHb","Rep",0,"neg",1,5,6,59,60
"481",481,"R_10I3o8CKCZqLJ0w","Rep",0,"neg",2,28,2,70,65
"482",482,"R_10PDRr3BhPwOz9o","Rep",0,"neg",2,10,9,51,51
"483",483,"R_10UTGmF32GvHZpD","Rep",0,"neg",2,3,3,52,29
"484",484,"R_10wUZPUNCSIYMaB","Rep",0,"pos",3,3,3,74,69
"486",486,"R_11X6XHPr7JRLXFL","Rep",1,"pos",3,1,2,66,62
"487",487,"R_12LL7ThvTFx4WCj","Rep",0,"neg",2,14,14,65,70
"488",488,"R_12t1bwtGSTmQXRS","Rep",0,"pos",3,2,1,74,64
"489",489,"R_1C3IP3ONIKBqmzk","Rep",0,"pos",1,4,5,59,69
"490",490,"R_1C7asBKhb0VuclG","Rep",0,"neg",3,4,3,63,60
"491",491,"R_1C7mrijgikDnmDE","Rep",1,"neg",2,2,2,75,53
"492",492,"R_1CfgpE4igHfq6tn","Rep",0,"pos",1,0,3,59,62
"493",493,"R_1CrVlwUvThcR71V","Rep",1,"neg",1,2,1,59,49
"494",494,"R_1d19Vkb7PTkqw6o","Rep",1,"pos",1,9,9,65,65
"495",495,"R_1dFD13XdmHgtFwY","Rep",0,"neg",1,20,16,65,78
"496",496,"R_1E5qSqiQMUlG9qy","Rep",0,"pos",1,5,5,64,69
"497",497,"R_1eDiKi2xmh3sccw","Rep",1,"pos",3,9,10,63,63
"498",498,"R_1et3KBa3FmcGQ3Z","Rep",0,"neg",3,12,9,55,55
"499",499,"R_1f41CsKtaAG9Qmq","Rep",1,"pos",3,3,2,54,59
"500",500,"R_1FJ91oqzfz8eYPd","Rep",0,"neg",3,6,6,73,67
"501",501,"R_1fkD2bhuDUGXKYR","Rep",0,"pos",3,2,0,79,63
"502",502,"R_1fme6SWgQKMHRhi","Rep",1,"pos",1,1,1,37,55
"503",503,"R_1FQE06onMxefwMS","Rep",1,"neg",2,5,5,62,55
"504",504,"R_1FzhZRzmLN4EkdF","Rep",0,"neg",1,2,2,60,68
"505",505,"R_1g7a6fZoTS6etUy","Rep",0,"pos",1,5,5,59,68
"506",506,"R_1GDG9a1DhDegGEz","Rep",1,"neg",1,2,2,60,66
"507",507,"R_1GEwGt2Eh72RehW","Rep",0,"neg",3,0,4,55,38
"508",508,"R_1gi7u4ZntdyjrC8","Rep",0,"neg",2,2,1,56,51
"509",509,"R_1gN1Pmh6ABoHYH2","Rep",1,"neg",1,8,8,56,61
"510",510,"R_1gpEvCx07LSBerH","Rep",0,"neg",3,4,3,61,55
"511",511,"R_1GQCtKYWbDlJZmD","Rep",0,"neg",3,12,14,70,61
"512",512,"R_1gSeXA4vrt40Em8","Rep",0,"neg",3,4,4,65,63
"513",513,"R_1gtm7Np48y5s4um","Rep",0,"neg",3,6,6,60,58
"514",514,"R_1H5DssZ4V1G7lNh","Rep",0,"neg",3,0,2,68,63
"515",515,"R_1HM80HeZLc9rZJf","Rep",0,"neg",2,5,5,63,49
"516",516,"R_1hPTs29zBxhOVqx","Rep",0,"neg",3,2,0,53,59
"517",517,"R_1hS7owaXCBGnQSQ","Rep",0,"pos",1,9,7,50,66
"518",518,"R_1IiJf0qULYOz1Hd","Rep",1,"neg",2,2,0,56,62
"519",519,"R_1Ip9mT0pOurTKU9","Rep",0,"neg",2,3,1,60,70
"520",520,"R_1irqRyTBwQnQv23","Rep",1,"neg",2,5,5,65,60
"521",521,"R_1IZCJNxhSd3uSWe","Rep",1,"pos",2,4,2,61,78
"522",522,"R_1jpqOiWP8yGxhox","Rep",0,"neg",2,7,7,58,55
"523",523,"R_1JWmQGw1r0YwGyF","Rep",0,"neg",2,4,4,56,63
"524",524,"R_1K3JGXWMCB5IJ4m","Rep",1,"neg",1,6,3,50,70
"525",525,"R_1kNck7FZ2qaClQH","Rep",0,"pos",2,3,3,63,54
"526",526,"R_1KvCrAkMeGIxrTC","Rep",0,"neg",1,3,0,62,48
"527",527,"R_1lAAl4Ge0a4Y4a6","Rep",1,"neg",1,6,6,49,46
"528",528,"R_1LdLeqFkI54M7LS","Rep",1,"pos",1,6,5,55,75
"529",529,"R_1LesYEFyzQBTo5b","Rep",1,"neg",2,0,5,65,65
"530",530,"R_1LG7IaPnVnAZ4ta","Rep",1,"pos",3,2,2,64,60
"531",531,"R_1LiHbLDqkdXV0ZV","Rep",0,"pos",3,3,3,70,65
"532",532,"R_1LIK2jdk94O8osJ","Rep",0,"pos",2,2,2,64,48
"533",533,"R_1lofOZDisNug7fE","Rep",1,"pos",2,2,1,66,74
"534",534,"R_1LOws05kISLH4xU","Rep",0,"pos",1,7,7,70,66
"535",535,"R_1LRvgDaJSI4Wg9Q","Rep",1,"neg",1,11,4,68,59
"536",536,"R_1luGjxDU9ec06I5","Rep",1,"neg",2,2,2,70,65
"537",537,"R_1LvDzbpqNBHkznm","Rep",1,"neg",2,2,0,64,57
"538",538,"R_1lxAyN2hRs1QFmb","Rep",1,"pos",3,5,4,65,72
"539",539,"R_1LzjV2Nzkr7Jh6J","Rep",1,"neg",1,2,0,66,65
"540",540,"R_1me0BMP6ogsI068","Rep",0,"pos",3,2,3,67,43
"541",541,"R_1memPrta7Cqm00K","Rep",0,"neg",2,2,2,53,44
"542",542,"R_1mIsuYp6j8EWClg","Rep",0,"neg",1,2,1,50,67
"543",543,"R_1MR2Q8TnVYsPvXp","Rep",1,"pos",1,2,1,84,70
"544",544,"R_1mrRTiBwr1FRMiM","Rep",1,"pos",1,2,4,36,75
"545",545,"R_1MWWLNYEDpu7YeL","Rep",0,"neg",1,6,6,73,56
"546",546,"R_1n8FO1Qi2dJTgha","Rep",0,"pos",1,4,2,63,54
"547",547,"R_1n8RH5rkMpsfr5a","Rep",0,"neg",2,2,2,65,60
"548",548,"R_1NDnrvqg8nTf6SZ","Rep",0,"pos",1,10,12,66,65
"549",549,"R_1NECEsrm1TVljs5","Rep",0,"pos",2,3,4,57,71
"550",550,"R_1NhnW8OzVpPBSVH","Rep",0,"pos",1,18,17,70,71
"551",551,"R_1Nhuu6S5c2I17fu","Rep",1,"neg",2,7,7,65,68
"553",553,"R_1o6JqQ8aUqil5mY","Rep",0,"pos",1,20,20,68,74
"554",554,"R_1oBlOtGCZQwBcR4","Rep",1,"neg",2,4,4,50,63
"555",555,"R_1OGJElxaAMYL2pj","Rep",0,"pos",2,0,2,68,62
"556",556,"R_1OiS4RT9ZAUXmLF","Rep",0,"neg",3,0,3,57,52
"557",557,"R_1ou2epkh0u7kILp","Rep",0,"pos",1,4,4,65,67
"558",558,"R_1Ow7e3j7l71oztq","Rep",0,"pos",3,7,6,52,54
"559",559,"R_1Oxb0YiWK16LK2d","Rep",0,"pos",1,5,5,65,64
"560",560,"R_1PeigZz1is8J46Y","Rep",0,"pos",2,2,1,72,65
"561",561,"R_1pYCFnM5ZLXjGXj","Rep",1,"pos",3,2,3,65,64
"562",562,"R_1pZ4Xw5wjb4y3QQ","Rep",0,"neg",2,2,1,55,65
"563",563,"R_1PZgNcvV1T40sq8","Rep",0,"neg",3,4,5,67,52
"564",564,"R_1Q6Htryp3OtGcy9","Rep",0,"neg",1,3,3,59,60
"565",565,"R_1qb6IqVE7Z3ot49","Rep",0,"neg",2,13,13,51,53
"566",566,"R_1QENIZuYBMSFkfm","Rep",0,"pos",2,6,5,67,57
"567",567,"R_1QJU50RnUeks2OJ","Rep",0,"neg",2,5,0,69,62
"568",568,"R_1QKMa3WUqw3MG4B","Rep",0,"neg",1,3,3,60,55
"569",569,"R_1QKPcEmEy9xEw6a","Rep",1,"pos",1,12,12,52,65
"570",570,"R_1QLMWTj5DtjnoWL","Rep",1,"neg",2,7,6,60,65
"571",571,"R_1qZY2b92bRMlL0A","Rep",0,"neg",2,3,3,81,66
"572",572,"R_1rcsw7fkstmF2Ym","Rep",0,"pos",1,15,16,80,66
"573",573,"R_1rGsCU0fVkbSslu","Rep",0,"pos",1,3,2,74,74
"574",574,"R_1rwUbIp89LCCg9E","Rep",0,"neg",1,4,4,54,74
"575",575,"R_1THb25Gfdgu8kMh","Rep",0,"neg",1,3,2,70,33
"576",576,"R_21dB8zJZvzHwnH2","Rep",0,"neg",3,2,3,70,65
"577",577,"R_21GTwVlU0HEIYDl","Rep",1,"pos",1,1,1,54,72
"578",578,"R_21mu57FrF4lxnrQ","Rep",0,"neg",2,6,5,54,46
"579",579,"R_22Gtf7pcPh8EGNj","Rep",0,"neg",3,3,3,68,61
"580",580,"R_22PUT9o9AhkOcLW","Rep",0,"neg",3,3,3,63,75
"581",581,"R_22snb4QxfEst8yK","Rep",0,"neg",1,2,1,64,68
"582",582,"R_22StbEKKYyVH6pp","Rep",0,"pos",3,1,1,68,89
"583",583,"R_22t9nPN65Gghaq0","Rep",0,"neg",2,6,6,51,71
"584",584,"R_22Yt3M5qHxPEKXF","Rep",0,"pos",1,20,22,70,67
"585",585,"R_232BavyCy8GBjX4","Rep",0,"pos",3,2,2,69,29
"586",586,"R_233NzHcfFS33IWF","Rep",0,"pos",2,39,1,66,79
"587",587,"R_23TTCqoE7mVF2pj","Rep",0,"pos",2,2,0,64,53
"588",588,"R_241u9G4sPLdow9J","Rep",0,"neg",3,17,13,59,55
"589",589,"R_25LLxc2gKBPVRTQ","Rep",0,"pos",1,2,2,80,35
"590",590,"R_269BRComlKIKU2b","Rep",0,"neg",1,5,5,64,67
"591",591,"R_272pbdHfvusFLl1","Rep",1,"pos",3,2,0,64,64
"592",592,"R_28IknEbmrYIqnaK","Rep",1,"pos",3,3,0,60,58
"593",593,"R_28Yee9RzZY0eLx8","Rep",0,"neg",2,6,5,60,65
"594",594,"R_2af1uTc1DSRPx6w","Rep",1,"neg",2,3,3,72,71
"595",595,"R_2ahNnBUwIDpvljl","Rep",0,"neg",2,2,0,51,89
"596",596,"R_2aV60Of6kKlXvpC","Rep",0,"pos",1,4,4,68,65
"597",597,"R_2ay2plqF1pqLhv4","Rep",1,"pos",3,2,1,70,60
"598",598,"R_2Bs8mDXkNhr8PMh","Rep",0,"neg",1,3,3,75,65
"599",599,"R_2c5DMcL1Rp1UyqE","Rep",1,"neg",1,8,7,57,63
"600",600,"R_2c5WVRGuJxiO8Aq","Rep",0,"neg",2,8,8,60,57
"601",601,"R_2Cfvv5LK34xDRX9","Rep",0,"pos",3,4,4,82,64
"602",602,"R_2CHgEKWXcFRtvgj","Rep",1,"neg",1,4,4,58,92
"603",603,"R_2chMXXLUoz5zjGg","Rep",0,"neg",3,2,0,65,75
"604",604,"R_2CPNXPK01ZTUW13","Rep",0,"neg",2,5,5,55,60
"605",605,"R_2cqM65CskQGgacY","Rep",0,"pos",2,5,0,69,60
"606",606,"R_2cr8NSx0SBheL4J","Rep",1,"neg",1,5,5,91,50
"607",607,"R_2CZb7B59ZV1T2al","Rep",0,"neg",1,2,3,54,61
"608",608,"R_2dAbMA99YATNqfI","Rep",1,"pos",1,5,5,54,52
