"","X","Participant","Group","firstSample","Val","Condition","in_samples","out_samples","In.Est","Out.Est"
"609",609,"R_2doT4JhxEr3HVlI","Rep",1,"neg",3,2,1,76,62
"610",610,"R_2dPTjDRtUbIILTJ","Rep",0,"neg",1,0,2,47,60
"611",611,"R_2dRMSPuepFIZ0qc","Rep",1,"neg",3,3,2,80,65
"612",612,"R_2dZpiettBa1oqtG","Rep",1,"pos",3,3,2,57,57
"613",613,"R_2E773B4newvUobu","Rep",0,"neg",2,3,2,70,61
"614",614,"R_2EmG0I9jTYzc61U","Rep",0,"neg",2,2,1,55,58
"615",615,"R_2eP6VtdS3FsVZwR","Rep",1,"neg",3,5,5,60,50
"616",616,"R_2EsqK3iP8CT8vF6","Rep",1,"pos",3,3,2,64,60
"617",617,"R_2EsYszj0FZC6slz","Rep",0,"neg",3,4,5,51,67
"618",618,"R_2f1GKjzOsXqqbst","Rep",1,"pos",1,2,3,84,1
"619",619,"R_2f2sdOaQsCq3pAO","Rep",1,"neg",2,5,5,65,65
"620",620,"R_2fJx45YTlnaZtlB","Rep",0,"neg",3,6,2,51,49
"621",621,"R_2frIeTbwjNqG0bp","Rep",0,"pos",2,10,12,89,78
"622",622,"R_2h3SZrfnDEAZeLL","Rep",0,"pos",2,2,0,81,60
"623",623,"R_2lOnG3GyuWDCMh3","Rep",0,"neg",3,5,5,45,57
"624",624,"R_2mzF2r83pgeadk5","Rep",0,"pos",1,6,8,67,61
"625",625,"R_2OHdqjHPU1zmkvy","Rep",1,"pos",3,3,0,76,38
"626",626,"R_2OMYM9E1jZmoQUr","Rep",0,"neg",3,6,6,55,34
"627",627,"R_2P7sPQo4Smh1obX","Rep",0,"neg",3,3,3,68,63
"628",628,"R_2PBeG9NE6OzFd8s","Rep",0,"pos",1,2,1,68,72
"629",629,"R_2QhRgXrGAlaMw25","Rep",0,"pos",3,0,3,78,55
"630",630,"R_2QimSTrPf72l1gf","Rep",0,"neg",2,7,7,57,70
"631",631,"R_2QQXmfSOWDy0pUn","Rep",0,"neg",2,12,10,65,67
"632",632,"R_2QVCUwIEydo7uWf","Rep",1,"neg",2,3,3,66,55
"633",633,"R_2QVthl0tE6AqjMY","Rep",1,"pos",3,2,3,65,60
"634",634,"R_2rJ8sFzuEk7MW3s","Rep",1,"neg",1,3,3,60,55
"635",635,"R_2rNheM0bRTxgBnk","Rep",0,"pos",3,5,5,70,93
"636",636,"R_2roS9t6Otb2q47r","Rep",0,"neg",3,4,4,61,52
"637",637,"R_2RP0LppEKEs1vNo","Rep",1,"pos",1,2,1,89,61
"638",638,"R_2rVmqszlOdMW0EN","Rep",0,"pos",2,5,4,64,61
"639",639,"R_2RX1auhtA69lhrj","Rep",1,"pos",1,2,0,64,74
"640",640,"R_2rxvWZdbYQb7JKN","Rep",0,"pos",3,4,2,54,47
"641",641,"R_2S6spuCCr8DFPmC","Rep",0,"neg",2,5,5,62,60
"642",642,"R_2S8P2DZsroUIx7W","Rep",1,"neg",1,4,4,56,49
"643",643,"R_2Sc6fq0Xs6eVcuk","Rep",0,"neg",3,0,2,69,65
"644",644,"R_2SfyzlrI8ZDXC2P","Rep",0,"neg",3,3,3,63,46
"645",645,"R_2SlilP28jN833Ag","Rep",1,"neg",3,0,3,74,53
"646",646,"R_2Srj4iFtXeu5cOe","Rep",0,"pos",1,7,7,67,71
"647",647,"R_2sXy9QEpv92HHCJ","Rep",0,"pos",3,6,2,65,56
"648",648,"R_2tD20w9JduA8h17","Rep",0,"neg",3,9,10,53,55
"649",649,"R_2tn75Zj3b4dBLUn","Rep",0,"neg",3,6,5,54,59
"650",650,"R_2torwKhV3Dpw4mJ","Rep",0,"neg",2,4,0,53,45
"651",651,"R_2trRdHewSdiZpMY","Rep",0,"pos",3,0,2,72,61
"652",652,"R_2twXLuIHwdXMObg","Rep",0,"neg",2,20,20,78,72
"653",653,"R_2TXmNccEV4sNVMT","Rep",0,"neg",2,2,1,60,70
"654",654,"R_2U9rWkUTtvC3rII","Rep",1,"neg",2,5,5,50,56
"655",655,"R_2UbCTtwJGWgYTDG","Rep",0,"neg",1,12,15,51,54
"656",656,"R_2Ugg2DxWCuwD4uW","Rep",0,"neg",2,5,3,67,61
"657",657,"R_2uO6xEPqRsOaub9","Rep",0,"neg",2,2,2,60,60
"658",658,"R_2V2XNd5KeHStqbG","Rep",0,"neg",2,15,15,65,60
"659",659,"R_2VCnhUVAaweHHIB","Rep",0,"pos",2,3,6,80,54
"660",660,"R_2Vg6lYBIf7p3HeO","Rep",1,"pos",3,2,2,68,61
"661",661,"R_2viSYYcMerTK3yh","Rep",1,"neg",1,3,0,62,63
"662",662,"R_2vj2FbegpOmH2Dg","Rep",0,"pos",3,2,2,57,45
"663",663,"R_2VQFGgcjjpVDXKH","Rep",1,"neg",2,6,6,54,60
"664",664,"R_2VxqUBbvZ0Y1Nrm","Rep",0,"neg",3,9,10,66,60
"665",665,"R_2Vxrc1JJoglOeMU","Rep",0,"neg",2,2,3,79,61
"666",666,"R_2VyCDvSx17YbThT","Rep",1,"pos",3,0,2,57,69
"667",667,"R_2w17IArQ2eTkFrm","Rep",0,"neg",3,2,3,56,54
"668",668,"R_2wmnmcrCi4c1SzZ","Rep",0,"neg",3,7,6,68,65
"669",669,"R_2wnqLBH303kPpKN","Rep",0,"neg",2,2,2,100,83
"670",670,"R_2WPuS4GH4Diubkx","Rep",1,"neg",3,4,4,54,51
"671",671,"R_2wRFMrriuuiLRcz","Rep",0,"neg",3,5,5,75,70
"672",672,"R_2WThYkH4LKLOgRj","Rep",0,"pos",1,0,7,60,68
"673",673,"R_2X5o1YJ2BUVVmr2","Rep",0,"pos",2,4,4,50,50
"674",674,"R_2xCSsPwAMfKibPU","Rep",0,"neg",2,3,3,65,64
"675",675,"R_2xWPXo9kSZNJJSg","Rep",1,"neg",1,3,0,23,100
"676",676,"R_2Y4yo7udRJIMw9F","Rep",1,"pos",3,3,3,65,45
"677",677,"R_2YabLiZQsXlNviE","Rep",0,"neg",3,2,2,65,53
"678",678,"R_2Yci0o7Pa95Zivc","Rep",0,"neg",3,36,1,63,65
"679",679,"R_2yd2CBAZMkKd2VP","Rep",0,"pos",3,3,0,74,54
"680",680,"R_2YEu3npEW4ADYc4","Rep",1,"pos",1,3,1,52,71
"681",681,"R_2YJ8JoVjvaZiNjc","Rep",1,"pos",3,4,4,49,73
"682",682,"R_2YM0YVAFlQjxTHt","Rep",0,"pos",3,1,4,73,60
"683",683,"R_2Ym314lQelb7buk","Rep",0,"neg",1,36,28,50,58
"684",684,"R_2YmNWoVYGTFzz0v","Rep",1,"pos",1,0,2,70,69
"685",685,"R_2z8PmOIPFVxSIMx","Rep",0,"neg",2,2,0,66,63
"686",686,"R_2zAdiVaZj7DtVwL","Rep",0,"neg",2,3,3,52,51
"687",687,"R_2zByVJFxW1HHjOj","Rep",0,"neg",3,1,1,65,63
"689",689,"R_2ZElXdSC6YZ65Hx","Rep",0,"pos",3,0,6,68,60
"690",690,"R_2zf0MFyXeP20Ati","Rep",1,"pos",1,5,4,59,76
"691",691,"R_2zhyYxEdm2qj4hM","Rep",0,"pos",1,3,3,68,66
"692",692,"R_2ZIxotmML2BXACE","Rep",0,"pos",3,13,13,71,60
"693",693,"R_2zkkMY8s0f8dRSM","Rep",1,"pos",3,7,7,65,70
"694",694,"R_31oQqSiIGQt6wCB","Rep",0,"pos",1,2,2,88,28
"695",695,"R_31XTXBy4Xunsx0z","Rep",0,"neg",1,0,2,57,62
"696",696,"R_325clhNmHxIStVQ","Rep",0,"pos",2,6,6,52,50
"697",697,"R_32PDnIqJKVInqSt","Rep",1,"neg",1,5,5,58,68
"698",698,"R_32VNpDDnU2vTo10","Rep",0,"pos",3,5,4,70,44
"699",699,"R_330RX9NaXUNt0os","Rep",1,"pos",3,3,3,74,67
"700",700,"R_338vTOlJzQQYeKd","Rep",0,"neg",2,6,6,70,37
"701",701,"R_33d0zPlsrsAyoui","Rep",0,"pos",1,23,23,57,68
"702",702,"R_33EILTSpqhYsY2A","Rep",1,"pos",1,2,2,65,64
"703",703,"R_33mzcGmmfCchQys","Rep",1,"pos",3,4,5,75,69
"704",704,"R_3CBlnT93UWJy6Pf","Rep",0,"pos",2,9,8,69,66
"705",705,"R_3CEmmeOOLibVosq","Rep",1,"pos",1,5,5,82,68
"706",706,"R_3CN6jxR8GtZpb81","Rep",0,"neg",2,8,8,57,65
"707",707,"R_3D1GfUUG0E0DvF5","Rep",0,"pos",1,5,5,60,80
"708",708,"R_3D5bg7jxuLaqehq","Rep",0,"neg",2,5,5,86,32
"709",709,"R_3dRZQrMJMIablUA","Rep",0,"neg",2,2,0,65,75
"710",710,"R_3dXp0F5Dw1b7AiV","Rep",1,"neg",2,8,8,65,60
"711",711,"R_3e0GqMvFtcvJFNn","Rep",0,"neg",2,2,2,61,61
"712",712,"R_3E9LgsxkIBEkOgl","Rep",0,"pos",1,1,2,62,76
"713",713,"R_3e9Xmt5O7t562hb","Rep",1,"neg",1,3,3,80,50
"714",714,"R_3eghx9AzmISf1a4","Rep",1,"pos",3,6,6,59,60
"715",715,"R_3ekSaFyRuaAJYwF","Rep",1,"neg",2,4,4,65,57
"716",716,"R_3elQc6mtprROSCQ","Rep",0,"pos",3,2,0,61,50
"717",717,"R_3Eou7oCUNafudNJ","Rep",0,"neg",3,8,6,69,63
"718",718,"R_3Esh0utVczfXUfh","Rep",0,"neg",2,2,0,49,61
"719",719,"R_3ezsiXuHmnnSk9r","Rep",0,"pos",1,2,1,56,62
"720",720,"R_3fAJ2DzOboxWOAX","Rep",0,"pos",2,4,3,60,40
"721",721,"R_3fDxBPr63ao5Nnp","Rep",0,"neg",1,5,6,63,67
"722",722,"R_3fHkYWxk11FWxOX","Rep",0,"pos",1,1,2,77,68
"723",723,"R_3fK6B40SAF2q2kD","Rep",0,"neg",2,5,5,68,55
"724",724,"R_3FK7UKDjuJLThgV","Rep",0,"pos",1,3,3,61,75
"726",726,"R_3foE4ypUA8bkiqn","Rep",0,"pos",1,13,12,72,71
"727",727,"R_3fOXYAIFIqN02CL","Rep",1,"neg",2,3,2,60,64
"728",728,"R_3frTEiSaRhuSZgY","Rep",1,"neg",3,3,5,64,54
"729",729,"R_3G3C4qov6o6YMmT","Rep",0,"pos",1,6,6,67,58
"730",730,"R_3g70h15VV6Sq0SU","Rep",0,"neg",3,10,14,60,43
"731",731,"R_3GixcBrbOuvsKlp","Rep",0,"pos",3,4,4,76,50
"732",732,"R_3gTuclVgUSnaRy9","Rep",0,"neg",3,16,0,61,56
"733",733,"R_3gZSYiQxUaog09Y","Rep",0,"neg",2,2,2,60,50
"734",734,"R_3h6DEx52PITAWex","Rep",1,"pos",3,7,7,68,57
"735",735,"R_3HAXKVIbbpDn8kZ","Rep",0,"neg",2,2,1,63,63
"736",736,"R_3hGTYoLoEN7LSsX","Rep",0,"pos",3,3,0,68,55
"737",737,"R_3HOoYSmAOsblw4X","Rep",0,"pos",1,6,5,61,44
"738",738,"R_3HqaMmgLZoXr2ci","Rep",0,"neg",3,1,1,54,56
"739",739,"R_3htnNNEpPwgFkva","Rep",0,"neg",2,2,2,59,61
"740",740,"R_3I6xlaOH6HGik45","Rep",1,"neg",3,4,4,64,50
"741",741,"R_3IbHr9ZCwzWFH5i","Rep",1,"neg",3,4,0,66,48
"742",742,"R_3iI2vcTHA1YRoCa","Rep",1,"pos",1,4,4,65,65
"743",743,"R_3iKiOa52nYWPhIj","Rep",0,"pos",3,7,7,31,19
"744",744,"R_3iqXBZ9JUAlPL25","Rep",0,"pos",3,0,11,75,49
"745",745,"R_3iWkSrlnVlt6B77","Rep",1,"pos",3,3,3,68,61
"746",746,"R_3ix0bzW73LU8W2q","Rep",1,"pos",1,2,1,75,70
"747",747,"R_3iy7aGyja6Zizmx","Rep",0,"pos",1,3,0,65,68
"748",748,"R_3J9kZOOPWLDEajB","Rep",0,"pos",1,2,1,70,65
"749",749,"R_3JeL5MtPwUYwxfY","Rep",1,"neg",2,9,9,60,58
"750",750,"R_3JhkHzq6hB8cfjJ","Rep",1,"pos",2,1,1,71,37
"751",751,"R_3JJY63cibC5euEL","Rep",1,"pos",1,14,16,66,68
"752",752,"R_3Jqqg5ZLIn2hQ1y","Rep",0,"neg",3,5,4,76,47
"753",753,"R_3Jqqpz4oXMCAtvM","Rep",1,"neg",2,7,5,65,65
"754",754,"R_3jSUxdEW96SgCit","Rep",1,"neg",2,1,1,66,62
"755",755,"R_3jSw9EfQ22MHV8w","Rep",1,"neg",2,8,8,63,59
"756",756,"R_3JwTecO1rJ8pTzt","Rep",0,"pos",1,2,2,60,66
"757",757,"R_3kiEvgvPoy0hlJr","Rep",0,"pos",1,20,18,72,66
"758",758,"R_3KJwoujefNvMQJT","Rep",0,"pos",3,5,3,67,20
"759",759,"R_3kLKZJ0udanGldx","Rep",1,"pos",1,10,9,40,58
"760",760,"R_3kM7e3ifwoBSBJF","Rep",0,"pos",3,3,2,70,64
"761",761,"R_3Kwn2XsJF4oLGet","Rep",1,"pos",1,4,4,49,88
"762",762,"R_3LefV9Iw0jyM1hD","Rep",0,"neg",1,7,3,73,60
"763",763,"R_3Lj633VoMx9V2Dc","Rep",0,"neg",3,8,6,92,71
"764",764,"R_3lQTx2gUuzmG4r1","Rep",0,"neg",1,3,3,96,98
"765",765,"R_3lVLpdKOvSAuT3U","Rep",0,"neg",2,6,3,54,65
"766",766,"R_3lW6X1VSVfkNPd3","Rep",0,"pos",3,5,5,75,59
"767",767,"R_3lX2DfChM1Ec8q0","Rep",0,"neg",2,3,4,60,68
"768",768,"R_3lzzOCzyUxDnzmy","Rep",0,"neg",1,8,8,61,92
"769",769,"R_3M4lw3bM51otyqm","Rep",1,"pos",2,3,2,64,93
"770",770,"R_3Mb47HZaP5C7mbT","Rep",0,"neg",3,4,4,73,68
"771",771,"R_3MnTpiNSkimFIwF","Rep",1,"pos",1,9,0,57,75
"772",772,"R_3MtjuV9HKxkibIB","Rep",0,"neg",3,1,1,69,55
"773",773,"R_3n7yMoEX06DPMSd","Rep",0,"pos",3,0,4,71,71
"774",774,"R_3NJ5pjRngLSQJYv","Rep",1,"neg",2,3,0,64,55
"775",775,"R_3NKdEeoUQ29Ary4","Rep",0,"neg",1,1,1,54,65
"776",776,"R_3NKy7HjH2rCq4gM","Rep",1,"neg",3,2,2,65,80
"777",777,"R_3NPb6ORwlOGipuI","Rep",0,"neg",3,3,1,69,68
"778",778,"R_3nPeKhnCID0zDFo","Rep",0,"neg",1,1,3,61,54
"779",779,"R_3O0lrKyZdO4bZYF","Rep",1,"pos",1,1,1,64,71
"780",780,"R_3O6VVCmOR5viTJX","Rep",0,"neg",3,3,4,77,72
"781",781,"R_3O8lJXWTTo57z5J","Rep",1,"pos",3,5,4,69,62
"782",782,"R_3oNgYC51I1xG1JA","Rep",0,"neg",2,0,2,60,60
"783",783,"R_3Oqsm51tYyQ0S6V","Rep",0,"neg",2,6,5,69,82
"785",785,"R_3PCamGyI4HnJeMi","Rep",0,"pos",3,4,4,74,72
"786",786,"R_3PcMcIAAwHguRxw","Rep",0,"neg",3,2,2,70,75
"787",787,"R_3PGYGxcnoqqDkCA","Rep",0,"pos",3,13,13,63,51
"788",788,"R_3pigVzqGTCIp3BI","Rep",0,"neg",3,2,1,52,55
"789",789,"R_3PiwrRA4bRAhYTJ","Rep",1,"neg",2,6,0,62,73
"790",790,"R_3PjFUugEPfmCHE5","Rep",0,"neg",2,1,1,65,68
"791",791,"R_3Pn5T0aapvkqt1V","Rep",0,"neg",2,1,2,73,67
"792",792,"R_3Pp3NsS5EwERNfT","Rep",0,"pos",1,1,1,51,65
"793",793,"R_3pt1hMpb1dbxFND","Rep",0,"neg",2,0,13,59,63
"794",794,"R_3PtuISagNYkUlQj","Rep",1,"pos",3,4,4,75,71
"795",795,"R_3PWX4UjYE2Tuae8","Rep",0,"neg",3,4,3,60,67
"796",796,"R_3QFyQXdMF4m9tBT","Rep",0,"pos",2,0,3,64,63
"797",797,"R_3qgkH26PDHZtGBY","Rep",0,"pos",1,5,0,65,62
"798",798,"R_3qgqlm7VrF5sGTw","Rep",0,"neg",2,9,13,61,46
"799",799,"R_3qIMaswdVHKZPxK","Rep",0,"neg",3,11,14,64,71
"801",801,"R_3qQbTL1OUBfOoee","Rep",0,"pos",2,12,12,62,53
"802",802,"R_3QVmWDUU9HA4G3M","Rep",0,"pos",1,5,0,71,45
"803",803,"R_3qy8vUTyplt86FO","Rep",0,"pos",3,3,3,79,55
"804",804,"R_3qyQoXCmrTlUxgV","Rep",1,"pos",1,3,3,64,67
"805",805,"R_3r1zLugfcAiGlZY","Rep",0,"neg",1,2,2,72,61
"806",806,"R_3r2MroSd1FMEUlH","Rep",0,"neg",1,3,1,66,63
"807",807,"R_3R8hpDQcihYVrUJ","Rep",1,"pos",3,4,0,63,60
"808",808,"R_3rf1H8WPXc7UbnP","Rep",0,"neg",3,0,4,55,62
"809",809,"R_3sbvmo3B1718N1p","Rep",0,"neg",2,5,4,62,58
"810",810,"R_3VkIN3ITjL28rjr","Rep",1,"neg",2,4,4,60,53
"811",811,"R_4IUOlWYz61FccBH","Rep",0,"neg",3,10,13,100,66
"812",812,"R_5bVy8ST3UHgRaA9","Rep",0,"neg",2,2,2,55,71
"813",813,"R_5iIdcJ0Gb3SBQoF","Rep",0,"pos",3,12,25,72,36
"814",814,"R_5tY6bMwewPGt8wF","Rep",0,"neg",3,4,4,64,68
"815",815,"R_6gpu9ZFRenVQYKZ","Rep",0,"neg",1,6,6,65,70
"816",816,"R_6GtJgY8kVOZ5rSV","Rep",0,"neg",2,8,5,55,60
"817",817,"R_6JwmvAujbCDaGWd","Rep",1,"pos",3,5,5,66,55
"818",818,"R_6nTi5VlTRwGpkTD","Rep",1,"pos",2,7,7,67,46
"819",819,"R_6QHqripyFchBGkV","Rep",0,"neg",1,2,3,51,61
"820",820,"R_6XqkKsEtKenfagx","Rep",1,"neg",2,5,5,82,41
"821",821,"R_74E2ZpwV2SAneKZ","Rep",0,"neg",2,7,4,68,69
"822",822,"R_7NDUDeCene9h7Ox","Rep",1,"neg",1,2,2,64,92
"823",823,"R_8cEjzbftDdlmOul","Rep",1,"pos",3,1,1,60,72
"824",824,"R_8jnpJ73cQrE5rgt","Rep",1,"pos",1,22,28,61,65
"825",825,"R_8nLMdHvC5RqjHcB","Rep",0,"pos",2,5,3,59,63
"826",826,"R_8pLNQj6gT0SuyaZ","Rep",1,"neg",1,18,18,60,68
"827",827,"R_9Br5sPcU0Igbqs9","Rep",0,"pos",2,6,6,64,65
"828",828,"R_a9jNtObDHepT7kl","Rep",0,"neg",1,7,6,55,62
"829",829,"R_Aj7PwJsCWgNR3a1","Rep",0,"neg",3,0,11,71,67
"830",830,"R_AnyjafwrKVyXk3L","Rep",1,"pos",3,5,0,75,64
"831",831,"R_ApOar66omy97rm9","Rep",1,"pos",3,4,0,38,60
"832",832,"R_AzKiAn6Mvnd28eZ","Rep",0,"neg",1,10,10,58,67
"833",833,"R_b7bgLmeohdqMIVz","Rep",0,"pos",3,5,4,67,75
"834",834,"R_BD2MHebmjn556OB","Rep",0,"neg",3,1,1,63,58
"835",835,"R_bDybYi9jbqEy3N7","Rep",1,"pos",1,8,8,57,55
"836",836,"R_bHs609pTsmqt9jH","Rep",0,"neg",1,4,3,62,69
"837",837,"R_Bs1um2eixLs8qgV","Rep",0,"neg",1,2,2,50,47
"838",838,"R_bsEkNApnvKQJ5gl","Rep",0,"neg",1,6,4,60,62
"839",839,"R_CkO4AFU7ccz47xT","Rep",0,"pos",3,0,7,70,62
"840",840,"R_cUSev2x4xgAib5f","Rep",1,"neg",3,10,9,68,64
"841",841,"R_d6iQ6i8tqfWLUlz","Rep",0,"neg",2,7,7,65,62
"842",842,"R_DeHknzMD31oWzBf","Rep",0,"pos",3,1,3,61,56
"843",843,"R_DMhVQVRl4sygUbT","Rep",0,"neg",3,9,10,65,57
"844",844,"R_DOEjj22RbbjCJAl","Rep",1,"neg",1,3,2,60,65
"845",845,"R_DTutFYqJyhLA3rr","Rep",1,"neg",2,4,3,77,59
"846",846,"R_eapv3B5BiCuyqEV","Rep",1,"neg",1,8,9,67,61
"847",847,"R_egnvLGr34g5UzrX","Rep",1,"neg",2,4,4,80,60
"848",848,"R_em7DBTU0ZGdKpHP","Rep",0,"pos",1,0,4,65,68
"849",849,"R_ePRSZwD9BGZ3WSJ","Rep",0,"pos",1,6,7,61,41
"850",850,"R_exES9DzU42mEVnb","Rep",0,"neg",1,5,5,50,60
"851",851,"R_OBdKcLmU1HGSDNn","Rep",1,"pos",1,4,3,65,80
"852",852,"R_OC4qyvPKKecsFxv","Rep",0,"neg",2,4,4,60,40
"853",853,"R_Oe3Uo33kT5zSfLz","Rep",1,"neg",2,5,4,55,53
"854",854,"R_oYN3QyoyOrPLe9z","Rep",1,"pos",3,11,13,70,55
"855",855,"R_pEmuv7vYkeWm2Wt","Rep",1,"pos",2,2,0,71,61
"856",856,"R_pRYWDmnoQrJXtT3","Rep",0,"neg",3,3,3,69,52
"857",857,"R_PTyWxhW1ynZLW01","Rep",0,"neg",1,3,3,52,60
"858",858,"R_PvOnPfQD1JiIBsB","Rep",0,"neg",1,1,4,60,77
"859",859,"R_PYSbOx7D5CbSTap","Rep",0,"neg",3,8,8,79,44
"860",860,"R_pzMTSXEMpNHCydj","Rep",0,"neg",2,4,5,100,71
"861",861,"R_qDXf51YvWe5lgC5","Rep",0,"neg",2,6,2,48,63
"862",862,"R_QmO3Se3S2TkHRRL","Rep",0,"neg",2,2,5,53,59
"863",863,"R_qOUWDAwizKyUxTH","Rep",0,"pos",1,10,6,75,72
"864",864,"R_rdIT4aUUwluvRy9","Rep",1,"neg",1,7,9,58,58
"865",865,"R_rdz3AIu952CeFlT","Rep",0,"pos",2,3,3,68,62
"866",866,"R_Rf2CeJ5uGNDJ7od","Rep",0,"neg",2,6,6,61,95
"867",867,"R_Rst5lwfmxyjFC7L","Rep",0,"neg",2,3,3,81,66
"868",868,"R_SB6PTZrBOKksfiF","Rep",1,"pos",1,4,4,57,65
"869",869,"R_sbBCIc171xVvZG9","Rep",0,"neg",3,9,9,71,64
"870",870,"R_SBjDCgjv4Xvt2hj","Rep",0,"pos",2,4,0,70,68
"871",871,"R_sBRa7d7knsNnONz","Rep",0,"neg",2,2,4,60,49
"872",872,"R_sLJJJELXy8Ews1P","Rep",0,"neg",1,1,2,58,64
"873",873,"R_sYhEEKCgN51yDcZ","Rep",0,"neg",1,2,2,59,63
"874",874,"R_T13DtPmSzvKD9Ml","Rep",1,"pos",3,3,3,60,62
"875",875,"R_tLmJn2ETNFAEAWB","Rep",1,"pos",2,7,8,53,69
"876",876,"R_TmTqsftGriBgvDz","Rep",1,"pos",1,6,6,44,75
"877",877,"R_TvDV4hZl47v2AGB","Rep",0,"pos",1,0,2,70,60
"878",878,"R_u4gYwMyZQ82E9Vf","Rep",0,"neg",3,4,4,65,45
"879",879,"R_u53bghE2hPJRzZ7","Rep",1,"neg",2,4,6,60,63
"880",880,"R_U9APkhsuMdykOUF","Rep",0,"neg",3,3,3,100,100
"881",881,"R_UgRYP9J22yPy9EJ","Rep",0,"neg",3,1,1,54,70
"882",882,"R_Um9a7tZcNFGkCYx","Rep",0,"neg",3,4,3,61,63
"883",883,"R_umhIpeg89Vt1QYx","Rep",0,"pos",1,4,2,71,59
"884",884,"R_UQKVBh9TbXgEiqJ","Rep",0,"pos",2,3,3,64,54
"885",885,"R_V3WE9RiT6L9hPH3","Rep",0,"neg",2,3,3,0,0
"886",886,"R_vTeSUfxHu8GpLAl","Rep",0,"neg",3,2,2,66,66
"887",887,"R_VUPlIPbJYuTDIUF","Rep",0,"neg",3,5,5,89,82
"888",888,"R_vYzCupSLEYJ33eV","Rep",0,"neg",2,4,2,60,50
"889",889,"R_vZ7h6rpQ3kYqcZX","Rep",0,"neg",1,7,7,60,65
"890",890,"R_W2TYscZcqNC0oSJ","Rep",0,"neg",1,6,6,63,64
"891",891,"R_W6bNw2tJKLAwwTL","Rep",1,"pos",1,6,4,60,64
"892",892,"R_W9Dum6mqZ6ah2YV","Rep",0,"pos",1,3,0,72,60
"893",893,"R_WCpk4QdlRdm2ZoJ","Rep",0,"pos",1,10,8,62,65
"894",894,"R_We9ekCoZDD3yy5z","Rep",0,"neg",3,7,8,66,60
"895",895,"R_WjmmujreMod2GsN","Rep",1,"pos",2,5,5,60,70
"896",896,"R_wLD23zsdYLvXpGp","Rep",0,"neg",3,2,2,67,76
"897",897,"R_wSsuqdS28slkNmp","Rep",1,"neg",1,6,0,55,65
"898",898,"R_wTxUWvLlUvOwfe1","Rep",0,"pos",3,5,4,65,57
"899",899,"R_WxGpyTK4CcVm4Pn","Rep",1,"neg",2,5,5,67,60
"900",900,"R_wZY5PVpG9Cfba0x","Rep",1,"neg",1,17,13,38,62
"901",901,"R_xE1DcFiTNBsCHJv","Rep",1,"pos",2,5,4,65,55
"902",902,"R_XhQ9BDPKcc3Oikx","Rep",1,"neg",2,3,3,64,54
"903",903,"R_xmUgfbjPDmBCSsx","Rep",1,"pos",2,3,5,77,50
"904",904,"R_XZkw7U8XcZMjxHH","Rep",0,"pos",3,10,10,61,49
"905",905,"R_xzlte96JshaJ237","Rep",0,"neg",3,2,2,64,50
"906",906,"R_Y31eIKNwETKvYe5","Rep",0,"neg",3,3,2,55,51
"907",907,"R_yBGVEP8iGfV0T1n","Rep",0,"pos",2,5,4,63,69
"908",908,"R_yqZ2PM85b2Vp865","Rep",0,"neg",2,1,6,43,64
"909",909,"R_yUc92aMzNXghC81","Rep",1,"pos",3,5,5,58,55
"910",910,"R_YWfBQoJsMqJggBr","Rep",0,"pos",1,8,8,53,72
"911",911,"R_yX4g3BJX7fhFS1z","Rep",0,"pos",1,3,3,64,64
"912",912,"R_Z7Ath8JasgSqXN7","Rep",0,"pos",1,11,10,71,70
"913",913,"R_Za7t0zkfhuOmZNv","Rep",1,"pos",3,11,7,70,70
"914",914,"R_ZgDkygG6YbO23Qd","Rep",0,"neg",3,7,7,61,61
