"","X","Participant","imp","Val","Condition","group","in_samples","out_samples","firstSample","In.Est","Out.Est"
"1",1,"R_033BftAKPgz9wtP","posOutgroup","pos",2,"dem",6,6,1,62,73
"2",2,"R_0Ng66QY9QcqXFcd","posIngroup","pos",1,"dem",10,10,0,40,66
"3",3,"R_10AyiiQ56y4ckq7","negIngroup","neg",2,"dem",1,0,0,64,62
"4",4,"R_10GDW1EcyPxUGWM","negIngroup","neg",1,"dem",2,2,1,74,66
"5",5,"R_10UwdRkOE7MqM5m","posIngroup","pos",2,"dem",6,8,1,55,62
"6",6,"R_10UYvX0ckkNzVM9","negIngroup","neg",3,"dem",4,4,1,72,60
"7",7,"R_10x9Ob845C3VAFU","posIngroup","pos",3,"dem",4,4,1,67,64
"8",8,"R_11aOMtBT4uc5svP","posOutgroup","pos",3,"dem",7,10,0,65,60
"9",9,"R_11gyJFTzgJeEdsq","negIngroup","neg",2,"dem",10,8,1,68,74
"10",10,"R_11ZnNmABCB2FJxf","negIngroup","neg",3,"dem",2,0,0,69,68
"11",11,"R_124QnQHJOfl6p2H","posIngroup","pos",3,"dem",5,5,0,68,71
"12",12,"R_12En14IiK2vX3Py","negOutgroup","neg",3,"dem",6,6,1,80,75
"13",13,"R_12lQZxT9G6g3DZR","negOutgroup","neg",1,"dem",1,2,0,56,72
"14",14,"R_12ojRLCZOifLkMQ","posIngroup","pos",3,"dem",4,4,1,77,61
"15",15,"R_12Sw1kMoAc5LoX7","posOutgroup","pos",2,"dem",1,3,0,62,58
"16",16,"R_1BUUvTXm4rTKjLe","negOutgroup","neg",1,"dem",4,4,1,53,65
"17",17,"R_1BVOfvgaANFKXnM","posIngroup","pos",2,"dem",14,13,0,70,65
"18",18,"R_1BY4R5fA1jRMWdy","negIngroup","neg",3,"dem",2,2,0,83,60
"19",19,"R_1C9efAQOqsGHOKJ","negIngroup","neg",1,"dem",17,11,0,61,66
"20",20,"R_1CEDIYMvvGLhqV0","posIngroup","pos",3,"dem",5,5,0,73,52
"21",21,"R_1CfFKLyIzgq6Gta","negIngroup","neg",2,"dem",2,0,1,60,60
"22",22,"R_1CguhcQn2h0plNP","negIngroup","neg",2,"dem",5,5,1,68,68
"23",23,"R_1CkYQvEU5FO4Irz","negOutgroup","neg",1,"dem",5,5,0,63,66
"24",24,"R_1CmwTN2NQK9L6DH","posOutgroup","pos",1,"dem",5,5,1,66,84
"25",25,"R_1Cr6dl8MoEV8rH4","negIngroup","neg",1,"dem",4,4,1,75,65
"26",26,"R_1CvHh1CiZMUk4G8","posOutgroup","pos",3,"dem",4,4,0,72,68
"27",27,"R_1cXGE2QlahRc3Nd","negIngroup","neg",2,"dem",5,2,0,60,65
"28",28,"R_1d9VahJcG42xTIa","negOutgroup","neg",1,"dem",4,4,1,72,62
"29",29,"R_1dGoFEGWmucpIHe","negIngroup","neg",2,"dem",3,3,0,66,47
"30",30,"R_1DHCbfanc0H7poM","posIngroup","pos",2,"dem",11,12,0,65,65
"31",31,"R_1dj0dBZq8yfOi3W","posOutgroup","pos",3,"dem",4,4,0,64,68
"32",32,"R_1dovhkRz4pCagI4","posOutgroup","pos",2,"dem",5,5,0,60,56
"33",33,"R_1dxX0f74LlXCqRY","posIngroup","pos",2,"dem",6,6,1,55,52
"34",34,"R_1dz4JhuGxxQegPk","posOutgroup","pos",1,"dem",3,3,0,60,79
"35",35,"R_1E0OaW0sohePmDn","negIngroup","neg",1,"dem",6,6,1,60,75
"36",36,"R_1eEpsCCWvevAE8J","posIngroup","pos",3,"dem",3,3,0,60,52
"37",37,"R_1eFQA62WMWmJuje","negIngroup","neg",3,"dem",1,1,1,64,49
"38",38,"R_1f1PGdEI76pEDo3","negOutgroup","neg",1,"dem",1,2,0,59,69
"39",39,"R_1F2MDN3GzTlVB1y","posOutgroup","pos",1,"dem",5,5,0,34,35
"40",40,"R_1F3dwCNL0PprcEo","posIngroup","pos",2,"dem",7,6,0,60,60
"41",41,"R_1F5591bRrvaJcDG","posOutgroup","pos",3,"dem",5,5,0,75,50
"42",42,"R_1f8AzMzwpYIpNzs","posOutgroup","pos",2,"dem",3,5,1,65,71
"43",43,"R_1FjihMH7kEuwTxD","posIngroup","pos",2,"dem",6,6,0,75,55
"44",44,"R_1fkEHinm4VLH96i","negOutgroup","neg",2,"dem",7,7,1,36,31
"45",45,"R_1fkZR5f1WPRfxEY","posIngroup","pos",3,"dem",5,5,0,70,68
"46",46,"R_1FrB0p7tvOS2SUf","negOutgroup","neg",1,"dem",3,3,0,61,69
"47",47,"R_1g6I6iiEwGahWgM","posIngroup","pos",3,"dem",3,3,0,88,65
"48",48,"R_1GBx4wbrNh7eJWl","posOutgroup","pos",3,"dem",13,13,0,71,66
"49",49,"R_1GBx9zTtCnXHQJK","negOutgroup","neg",1,"dem",3,3,1,60,60
"50",50,"R_1gbXvxFk4u9CtEs","posOutgroup","pos",2,"dem",3,4,0,66,54
"51",51,"R_1GNgJouDxWUYQFY","posOutgroup","pos",3,"dem",7,6,0,71,22
"52",52,"R_1goKCaeHxeCW2Ms","posOutgroup","pos",2,"dem",3,3,0,65,70
"53",53,"R_1GPlCooQTUzoEen","negOutgroup","neg",3,"dem",11,10,1,60,63
"54",54,"R_1gqFCypCCeA94Ph","posIngroup","pos",2,"dem",10,10,0,65,51
"55",55,"R_1hETMgOPTnhkFAM","negIngroup","neg",2,"dem",0,2,0,42,52
"56",56,"R_1hM7BjCYzZ7YbZB","posIngroup","pos",2,"dem",3,3,0,61,60
"57",57,"R_1HoeIo0FqRHrfa8","negOutgroup","neg",2,"dem",3,3,0,59,64
"58",58,"R_1hPSIRL26qADu0k","negIngroup","neg",1,"dem",7,8,0,49,79
"59",59,"R_1I42YakLZ1vRf5a","posIngroup","pos",3,"dem",2,2,1,62,53
"60",60,"R_1i98om0ocB6toSw","negOutgroup","neg",2,"dem",10,10,1,63,56
"61",61,"R_1iasNGbWqI7Cdsf","posIngroup","pos",1,"dem",3,3,0,60,65
"62",62,"R_1Ic6OE4FDykiPkd","posIngroup","pos",3,"dem",16,17,0,60,60
"63",63,"R_1Ig8v2N6ULsget0","posOutgroup","pos",3,"dem",6,6,0,75,65
"64",64,"R_1ikXFqSzBVkTVlW","negOutgroup","neg",1,"dem",3,3,1,70,30
"65",65,"R_1Ioa4DE6fLjfOoA","negIngroup","neg",1,"dem",5,5,0,70,69
"66",66,"R_1Iu3P8ZAhQs6pw1","posOutgroup","pos",2,"dem",3,3,1,66,60
"67",67,"R_1IXjm5PVGgy7A8B","negIngroup","neg",3,"dem",2,2,1,71,66
"68",68,"R_1IYMofYVW5WMrRT","posIngroup","pos",3,"dem",3,3,1,71,77
"69",69,"R_1JF1mO0Y6tmWr9o","posIngroup","pos",3,"dem",3,3,0,66,54
"70",70,"R_1JOUzpzQwYKGkSG","posIngroup","pos",1,"dem",0,5,0,54,68
"71",71,"R_1joZPf2TQqharp3","negIngroup","neg",3,"dem",9,7,0,65,66
"72",72,"R_1jP83gWLAFUWNEP","posOutgroup","pos",2,"dem",6,4,1,54,75
"73",73,"R_1jq3CATNsHe799W","posOutgroup","pos",1,"dem",2,1,1,55,84
"74",74,"R_1JUYbmDSWig8CbG","negIngroup","neg",1,"dem",23,18,1,100,82
"75",75,"R_1JVjr6g6yVPHtBB","negOutgroup","neg",2,"dem",4,3,1,46,62
"76",76,"R_1K1n7KjunQ02b2p","negIngroup","neg",3,"dem",2,4,0,60,70
"77",77,"R_1KeQUnRXfcDWzxf","negIngroup","neg",1,"dem",6,6,0,63,66
"78",78,"R_1KrUu067h0ZtTWL","posOutgroup","pos",2,"dem",15,13,0,58,71
"79",79,"R_1KwgYi27KhC7R30","negOutgroup","neg",3,"dem",1,4,0,64,54
"80",80,"R_1lc249AjpTJYApE","posOutgroup","pos",1,"dem",2,2,0,73,52
"81",81,"R_1LO0lNk68GKcxQN","posOutgroup","pos",3,"dem",9,0,1,77,60
"82",82,"R_1Lo3JGDuuknUL05","posIngroup","pos",3,"dem",6,0,0,69,74
"83",83,"R_1LosBCcbbOO9P7D","posOutgroup","pos",2,"dem",3,3,1,20,38
"84",84,"R_1mmUMXgvzxLyls6","negIngroup","neg",2,"dem",4,4,0,68,66
"85",85,"R_1MPXgXUTFQOKsWh","negIngroup","neg",1,"dem",3,3,1,56,67
"86",86,"R_1MQ9akaXG45j4DC","negIngroup","neg",2,"dem",6,5,1,75,70
"87",87,"R_1MSvVD3YiZN0Ik5","negOutgroup","neg",1,"dem",7,8,1,58,64
"88",88,"R_1mUaTIHMH52wQbu","negOutgroup","neg",3,"dem",5,5,1,65,50
"89",89,"R_1my21JVvRwmPKWw","posIngroup","pos",3,"dem",5,3,0,52,76
"90",90,"R_1N3VTvfGwYUtev6","negOutgroup","neg",3,"dem",4,1,1,68,65
"91",91,"R_1N4d7DbfspmrS87","posIngroup","pos",1,"dem",3,3,0,58,72
"92",92,"R_1ND2gL1GO1zvGJ4","negIngroup","neg",2,"dem",4,4,1,63,69
"93",93,"R_1NmsEGfzpSYaVYB","negIngroup","neg",3,"dem",5,5,0,70,72
"94",94,"R_1Nn9pjLS0LMrn22","negOutgroup","neg",2,"dem",3,3,0,68,47
"95",95,"R_1nTKbjjLZBwP4CB","posOutgroup","pos",1,"dem",10,9,0,53,65
"96",96,"R_1NzjDQ96sztwWKq","posOutgroup","pos",3,"dem",12,12,0,61,60
"97",97,"R_1NzuNw4BwmTpmbY","negIngroup","neg",2,"dem",11,6,1,66,68
"98",98,"R_1o6GkcTZKfBLttY","negOutgroup","neg",1,"dem",6,6,0,60,60
"99",99,"R_1OB6nrhp2XZMh4v","negOutgroup","neg",1,"dem",6,5,1,77,67
"100",100,"R_1oC5bGCd258VyEk","negOutgroup","neg",2,"dem",3,3,0,73,69
"101",101,"R_1ODnbPDj0OZ2tr3","posIngroup","pos",1,"dem",10,9,0,65,54
"102",102,"R_1odwZ08grL04X96","posIngroup","pos",1,"dem",6,5,0,60,65
"103",103,"R_1OHMGO9wEMPlRWS","negOutgroup","neg",2,"dem",12,11,1,63,60
"104",104,"R_1OKamkxf6ZaLNQl","posOutgroup","pos",3,"dem",2,2,1,60,55
"105",105,"R_1oo0jmJHwefItOx","posIngroup","pos",3,"dem",9,8,1,68,65
"106",106,"R_1OQ8ivKKXpHcKmT","posIngroup","pos",3,"dem",3,3,0,93,80
"107",107,"R_1otcDm6thTlrMay","negIngroup","neg",3,"dem",5,5,0,74,63
"108",108,"R_1oteflu7aTkAtyG","negIngroup","neg",3,"dem",5,5,1,60,60
"109",109,"R_1OWijP8h75rWojI","negOutgroup","neg",1,"dem",4,4,0,44,60
"110",110,"R_1P1t4Fcd7OHIgrW","negOutgroup","neg",3,"dem",7,10,0,70,70
"111",111,"R_1PbeU2lXoz2sOHk","posOutgroup","pos",1,"dem",7,7,0,63,66
"112",112,"R_1PbFubIQlkb0Jph","posIngroup","pos",3,"dem",1,1,0,65,60
"113",113,"R_1PbHfiyrdAPJyYH","negIngroup","neg",3,"dem",0,3,0,65,70
"114",114,"R_1pEhfjb4KSBXdu7","negOutgroup","neg",3,"dem",7,5,1,51,54
"115",115,"R_1PRCSAzvdcAVyuG","negIngroup","neg",1,"dem",4,4,1,60,66
"116",116,"R_1pRoQxn63dukO6Q","negOutgroup","neg",1,"dem",2,1,1,81,66
"117",117,"R_1PTyD4yxJlAuIZr","posIngroup","pos",2,"dem",0,3,1,64,71
"118",118,"R_1QbzKVn9GCHdjcZ","posIngroup","pos",1,"dem",1,1,1,67,73
"119",119,"R_1QgqQdicjmB8sSz","negIngroup","neg",2,"dem",2,1,0,75,65
"120",120,"R_1QhXYnFZa3Za62Z","posIngroup","pos",1,"dem",10,10,1,68,66
"121",121,"R_1QJCq030G6Ls9Qy","negIngroup","neg",3,"dem",2,0,0,58,63
"122",122,"R_1QL3hRqLtYGR0dn","posOutgroup","pos",2,"dem",1,1,0,69,61
"123",123,"R_1qVrUq8zkryUwbK","negOutgroup","neg",3,"dem",5,4,1,67,63
"124",124,"R_1r8laZFAyU710CU","negIngroup","neg",3,"dem",7,6,1,64,59
"125",125,"R_1rHX9lPVUetZis7","posOutgroup","pos",1,"dem",1,1,0,48,76
"126",126,"R_1rizCUQwEOFSE4A","negIngroup","neg",1,"dem",1,1,1,41,85
"127",127,"R_1rufTwmIQXSpiSq","posOutgroup","pos",1,"dem",2,2,0,55,55
"128",128,"R_1TjgSYjNpQyYpz3","negIngroup","neg",2,"dem",26,24,1,52,65
"129",129,"R_1ZzTBKYSeQ94zXr","negIngroup","neg",2,"dem",2,2,0,55,47
"130",130,"R_207gd04RsvNAzWV","posIngroup","pos",3,"dem",15,16,1,75,65
"131",131,"R_21aoFA9C6v9y0CV","negOutgroup","neg",1,"dem",2,2,0,73,73
"132",132,"R_21G2X7Vhb1UsqyF","negIngroup","neg",2,"dem",7,7,0,68,62
"133",133,"R_21iyJ6cr2IEMYaJ","posOutgroup","pos",1,"dem",5,7,0,64,75
"134",134,"R_21vpasxxVQszt9J","posIngroup","pos",2,"dem",5,4,1,68,62
"135",135,"R_22JrQoBBPki9MLC","negIngroup","neg",2,"dem",3,3,0,66,66
"136",136,"R_22lZab9DPpn43MU","posIngroup","pos",3,"dem",5,5,0,61,53
"137",137,"R_22LZUu0aQJcaBTh","negOutgroup","neg",3,"dem",4,4,0,72,65
"138",138,"R_23TNAzZNRqT99um","negIngroup","neg",2,"dem",6,4,1,77,60
"139",139,"R_23TuGCgBf2qt8Ph","posIngroup","pos",1,"dem",2,1,0,60,50
"140",140,"R_23VLrsXDsfQewNq","posIngroup","pos",2,"dem",10,10,0,65,69
"141",141,"R_23Vr9TxQIZlc6xM","posOutgroup","pos",1,"dem",9,12,0,59,69
"142",142,"R_247dcBwIZGuD246","posIngroup","pos",3,"dem",5,5,1,71,50
"143",143,"R_24dCtWRHl5PgRJZ","posOutgroup","pos",2,"dem",5,5,1,68,63
"144",144,"R_24OuR2tgviEgFxW","posIngroup","pos",1,"dem",5,5,0,57,65
"145",145,"R_24v0NkUTxx9xs0v","negOutgroup","neg",3,"dem",3,2,0,83,40
"146",146,"R_25BzUzaXg5eY2Rq","negIngroup","neg",2,"dem",5,3,1,65,62
"147",147,"R_25XRvJTuhDpf5BR","posIngroup","pos",2,"dem",1,0,0,62,66
"148",148,"R_263Ca4aYpgBl1bW","posOutgroup","pos",3,"dem",5,5,0,70,70
"149",149,"R_263lgf3HRuVkdT7","posOutgroup","pos",2,"dem",8,8,0,59,53
"150",150,"R_26gX6hvRgjtAhpF","negIngroup","neg",2,"dem",6,6,1,59,56
"151",151,"R_27arBeHMdiLUTfy","negIngroup","neg",2,"dem",2,2,1,71,77
"152",152,"R_27CNeOi03jodH06","posIngroup","pos",3,"dem",6,5,1,70,55
"153",153,"R_27gpMlMpZS4hvYA","negOutgroup","neg",3,"dem",6,7,0,68,72
"154",154,"R_27P9HBBGOoBvxMC","posIngroup","pos",2,"dem",7,7,0,65,57
"155",155,"R_27PbrtkHvrX9mNE","negOutgroup","neg",2,"dem",13,13,1,70,68
"156",156,"R_27QomhSeutFGOzQ","posIngroup","pos",3,"dem",0,7,0,70,63
"157",157,"R_27TOdvzPVZbMZ7Z","posOutgroup","pos",3,"dem",8,10,1,64,60
"158",158,"R_27yg2BwuQXZfyxV","posIngroup","pos",3,"dem",3,0,0,75,70
"159",159,"R_28AKTt3TFqsQbUp","posIngroup","pos",3,"dem",4,3,1,69,53
"160",160,"R_28MNwxqbIrodiG2","posOutgroup","pos",2,"dem",16,18,0,68,60
"161",161,"R_28OKY2ZNqheEuyw","negOutgroup","neg",3,"dem",6,6,1,62,62
"162",162,"R_28XUJNwZkj6rGVl","posIngroup","pos",3,"dem",1,1,0,68,60
"163",163,"R_2960ZQ89gKRzvNq","negIngroup","neg",1,"dem",2,2,0,84,65
"164",164,"R_29cXqckoRUzFkuI","negIngroup","neg",3,"dem",6,6,1,66,69
"165",165,"R_29udxU2rAdcfqF7","negIngroup","neg",2,"dem",11,12,1,54,64
"166",166,"R_29v3wmwEqKSOfBe","posOutgroup","pos",3,"dem",3,1,0,72,68
"167",167,"R_2akxgwNo4xSer5j","negIngroup","neg",2,"dem",10,7,1,63,60
"168",168,"R_2am2eYbwchqlU3j","posOutgroup","pos",3,"dem",8,7,0,65,61
"169",169,"R_2AXC2k3KGDZFNkV","negIngroup","neg",1,"dem",2,3,0,70,65
"170",170,"R_2ay7OYcE9rcqhfy","negIngroup","neg",2,"dem",5,5,0,73,62
"171",171,"R_2aypKnvzH4MkAGl","posIngroup","pos",1,"dem",4,4,0,71,63
"172",172,"R_2B3eqB31a4FDeaG","negOutgroup","neg",3,"dem",4,4,1,78,66
"173",173,"R_2bTPZMZhJhpFFpk","negIngroup","neg",3,"dem",3,3,1,70,69
"174",174,"R_2Cd1O4MpDYpF5qB","negIngroup","neg",1,"dem",1,1,1,83,64
"175",175,"R_2CDGaBZ8Kddmcgz","posOutgroup","pos",2,"dem",2,1,0,75,75
"176",176,"R_2CDgP9AbZOsHN2I","posIngroup","pos",1,"dem",7,4,1,87,62
"177",177,"R_2Cwig69B2rrjRdK","negOutgroup","neg",1,"dem",4,5,0,60,65
"178",178,"R_2cwSVvcaTuWYxwm","posOutgroup","pos",3,"dem",5,5,0,80,44
"179",179,"R_2dMEq0QmNyWkZZm","posIngroup","pos",1,"dem",4,4,1,54,53
"180",180,"R_2dsR7aQoIT4v6Zu","negIngroup","neg",3,"dem",16,16,0,64,60
"181",181,"R_2dSXBStUdDVo7U4","negOutgroup","neg",2,"dem",13,22,0,55,55
"182",182,"R_2DV1iqUDbL6mWfc","posOutgroup","pos",2,"dem",5,5,1,65,55
"183",183,"R_2E4eGOlNsnZcmYh","negIngroup","neg",3,"dem",5,6,1,70,65
"184",184,"R_2E73T8CJzyOdUDg","negIngroup","neg",1,"dem",2,3,1,82,62
"185",185,"R_2e9wRMw2JVlGwhG","negIngroup","neg",3,"dem",12,12,1,62,51
"186",186,"R_2EAG1QyCmyHK9JZ","negIngroup","neg",1,"dem",0,2,1,55,65
"187",187,"R_2EuZXHRagdq2uYO","posIngroup","pos",1,"dem",2,2,0,84,49
"188",188,"R_2f3CYMvXZ1RoTtF","posOutgroup","pos",3,"dem",4,4,0,75,50
"189",189,"R_2fBbnumPbic8btl","posIngroup","pos",1,"dem",10,10,0,55,55
"190",190,"R_2fDkmJsAgwlBOgV","negIngroup","neg",3,"dem",3,2,1,70,60
"191",191,"R_2fj5lyQzcVzz2aS","negOutgroup","neg",3,"dem",0,3,1,65,66
"192",192,"R_2flYqDmxhjs98oN","posOutgroup","pos",1,"dem",2,2,0,53,67
"193",193,"R_2ipjwHQy5yXybYd","posOutgroup","pos",2,"dem",9,7,1,59,72
"194",194,"R_2mc2A1g4pG1vQyZ","posIngroup","pos",1,"dem",5,4,1,58,59
"195",195,"R_2o5g8GzuHjIehXz","negIngroup","neg",2,"dem",1,0,1,64,64
"196",196,"R_2OHAQPhKrdr2GfF","negOutgroup","neg",3,"dem",12,12,1,76,64
"197",197,"R_2PcAy3mmA8lMjam","posIngroup","pos",2,"dem",10,10,0,70,65
"198",198,"R_2Phs0gnv0eMmJG9","posIngroup","pos",3,"dem",4,4,0,81,61
"199",199,"R_2q2RRfOJp7BXHyb","posOutgroup","pos",2,"dem",7,7,0,61,70
"200",200,"R_2qDFNZTKTZsGnbo","posIngroup","pos",3,"dem",3,3,1,76,63
"201",201,"R_2qej5jntGUmlCGO","posOutgroup","pos",2,"dem",3,3,1,65,70
"202",202,"R_2QEOBjvN7jF8hrZ","posOutgroup","pos",2,"dem",4,4,0,68,56
"203",203,"R_2qfax4Pnyd95k0P","negOutgroup","neg",3,"dem",5,4,0,63,57
"204",204,"R_2QuE3clJv2IlXLU","negOutgroup","neg",1,"dem",3,2,1,58,66
"205",205,"R_2QXv9x2BUtA2v0X","negIngroup","neg",1,"dem",14,13,0,66,73
"206",206,"R_2R3atSdm2AvM7ts","negOutgroup","neg",1,"dem",12,10,1,54,65
"207",207,"R_2R4Ue0Jdv6uZoHP","negOutgroup","neg",2,"dem",6,6,0,68,58
"208",208,"R_2R535aDJ3U6U0fs","negIngroup","neg",1,"dem",2,0,0,55,52
"209",209,"R_2ROLa62xk6kx3Ak","posOutgroup","pos",3,"dem",8,7,1,94,64
"210",210,"R_2rr1qo2W9Fs1wvU","posIngroup","pos",1,"dem",7,6,0,70,65
"211",211,"R_2rr2IzH6OymGRTf","negOutgroup","neg",2,"dem",12,12,1,66,62
"212",212,"R_2RUKPKcLUj3vhzB","posIngroup","pos",2,"dem",9,9,0,56,67
"213",213,"R_2rVj5IpJrWNEkj5","negOutgroup","neg",1,"dem",1,1,0,52,78
"214",214,"R_2RWi9dmKt7gKEuc","negOutgroup","neg",2,"dem",4,4,0,73,74
"215",215,"R_2s49llHWSeRSMWR","posOutgroup","pos",2,"dem",0,4,1,65,55
"216",216,"R_2S7GLqcUaqO1Adk","posOutgroup","pos",2,"dem",3,3,1,65,63
"217",217,"R_2sb6xCURqYEJtcu","negOutgroup","neg",1,"dem",5,5,1,55,55
"218",218,"R_2SDAEn6ji67NFij","posOutgroup","pos",3,"dem",6,7,0,56,51
"219",219,"R_2SJkf0wFkGGwHLr","negIngroup","neg",2,"dem",6,6,1,68,74
"220",220,"R_2sXgp8JnCFgbwl4","posIngroup","pos",1,"dem",3,0,0,62,70
"221",221,"R_2sZpMMa8NJwrOEk","negOutgroup","neg",1,"dem",6,8,1,65,65
"222",222,"R_2t2Rxf7EOleW53X","negIngroup","neg",2,"dem",12,1,1,70,40
"223",223,"R_2t4J2onWN3OqbVW","negOutgroup","neg",2,"dem",2,2,1,72,67
"224",224,"R_2t5tOAWhoPcVi4k","posIngroup","pos",2,"dem",2,0,1,85,75
"225",225,"R_2tmWFM9OomgOCKx","negOutgroup","neg",2,"dem",5,5,0,71,59
"226",226,"R_2TQP3DRDxgpySlK","posOutgroup","pos",2,"dem",17,15,1,60,60
"227",227,"R_2U6m5f5G5r3lo5Z","posIngroup","pos",3,"dem",2,2,0,71,54
"228",228,"R_2UaXrROsInHHUSx","negIngroup","neg",3,"dem",7,5,1,69,54
"229",229,"R_2UghoCJBoDzdtq2","negOutgroup","neg",3,"dem",6,6,1,79,71
"230",230,"R_2uPoBFPhQD8625t","posOutgroup","pos",2,"dem",5,4,0,69,65
"231",231,"R_2uQVP6W5MbIyii9","negIngroup","neg",2,"dem",8,4,1,70,68
"232",232,"R_2usP9Nn8hYeHau3","posOutgroup","pos",2,"dem",4,4,0,61,67
"233",233,"R_2vbNUdl0EvtxHAF","negOutgroup","neg",3,"dem",6,5,0,73,71
"234",234,"R_2vcvueq44hxVcZ4","negOutgroup","neg",1,"dem",5,6,0,60,66
"235",235,"R_2VIo0tVzOqLO1IJ","negIngroup","neg",1,"dem",9,10,1,60,61
"236",236,"R_2viUl7leInyyQdd","posOutgroup","pos",3,"dem",9,9,0,66,55
"237",237,"R_2VOUCiN41LeXsSC","posIngroup","pos",2,"dem",3,6,0,66,64
"238",238,"R_2VpvEE1h0Ltnt7H","negIngroup","neg",2,"dem",4,3,1,56,54
"239",239,"R_2VQuGBysvolx2U6","posIngroup","pos",2,"dem",3,3,1,64,65
"240",240,"R_2Vsu17rEkH5GdWh","negOutgroup","neg",3,"dem",3,4,0,70,58
"241",241,"R_2VsWUza51KvUq32","negOutgroup","neg",2,"dem",2,1,1,55,52
"242",242,"R_2VvTCtxrxonnnZ4","negIngroup","neg",1,"dem",7,7,1,80,73
"243",243,"R_2Vyjw6hc69jOyOQ","negIngroup","neg",2,"dem",4,4,1,66,62
"244",244,"R_2vZd2BJZed3RMyt","negOutgroup","neg",3,"dem",0,7,0,75,70
"245",245,"R_2w5FTRu47LlAECS","posOutgroup","pos",3,"dem",2,2,0,73,62
"246",246,"R_2w6KCVmQm5nPBbj","posIngroup","pos",3,"dem",1,1,0,70,64
"247",247,"R_2wAC9t8JkhFoCqe","negIngroup","neg",2,"dem",10,7,1,55,52
